Cset,Phase,ConclusionRaw,Difficulty,Comparability,ConclusionClass,Cset,Type,Assigns (Baseline),Assigns (Baseline+Repeat),Assigns (total),Q1 Quality (Voted),Q2 Quality (Voted),Cset Quality (voted),Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Quality (prescreen),Subsession  Q2-K3,Intervening bullets (min),Intervening bullets (max),Cset Category (Detailed),Caliber Q1,Caliber Q2-K3
KQ1715,Primary (Baseline),ID,VDiff,LowRepro,Match,KQ1715,KQ,3,3,3,A,,A:A,P,,P,20190508O_0,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1941,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ1941,KQ,1,1,1,A,,A:A,P,,P,20190501H_4,,,"Same Model, Diff Sess, JHP",038,038
KQ1983,Primary (Baseline),ID,Easy,HiRepro,Match,KQ1983,KQ,3,3,3,B,,A:B,G,,G,20190621O_4,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ2114,Primary (Baseline),Insuff,VDiff,ModRepro,Inconclusive,KQ2114,KQ,3,3,3,A,,A:A,G,,G,20190415K_2,,,"Same Model, Diff Sess, JHP",038,038
KQ2138,Primary (Baseline),ID,VDiff,ModRepro,Match,KQ2138,KQ,1,1,4,B,,A:B,G,,G,20190621O_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2164,Primary (Baseline),ID,Norm,LowRepro,Match,KQ2164,KQ,3,3,3,A,,A:A,P,,P,20190501A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ2455,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ2455,KQ,3,3,3,A,,A:A,G,,G,20190618R_3,20.0,38.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ2578,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2578,KQ,3,3,3,A,,A:A,P,,P,20190415O_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ2755,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2755,KQ,3,3,3,B,,A:B,G,,G,20190501F_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2884,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ2884,KQ,3,3,3,B,,A:B,G,,G,20190117A_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2932,Primary (Baseline),ID,Diff,LowRepro,Match,KQ2932,KQ,3,3,3,C,,A:C,B,,B,20190412P_3,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",038,038
KQ3124,Primary (Baseline),Insuff,VDiff,ModRepro,Inconclusive,KQ3124,KQ,2,3,3,B,,A:B,G,,G,20190320A_4,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ3234,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ3234,KQ,3,3,3,A,,A:A,G,,G,20190507K_3,,,"Same Model, Diff Sess, JHP",040,040
KQ3290,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ3290,KQ,3,3,3,A,,A:A,G,,G,20190415I_2,,,"Diff Model, JHP",038,038
KQ3382,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3382,KQ,3,3,3,B,,A:B,G,,G,20190412Q_2,,,"Diff Model, FMJ",038,038
KQ3535,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ3535,KQ,3,3,3,B,,A:B,G,,G,20190501R_3,,,"Same Model, Diff Sess, JHP",040,040
KQ3544,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ3544,KQ,3,3,3,B,,A:B,G,,G,20190416B_2,,,"Diff Make, FMJ",038,038
KQ3609,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ3609,KQ,3,3,3,B,,A:B,G,,G,20190415R_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ3631,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ3631,KQ,3,3,3,B,,A:B,G,,G,20190416I_1,,,"Diff Make, JHP",038,038
KQ3730,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ3730,KQ,3,3,4,A,,A:A,P,,P,20190415F_1,,,"Diff Make, JHP",038,038
KQ4111,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ4111,KQ,3,3,3,A,,A:A,P,,P,20190501E_3,,,"Same Model, Diff Sess, JHP",038,038
KQ4116,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4116,KQ,3,3,3,A,,A:A,P,,P,20190621O_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4215,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ4215,KQ,1,1,1,A,,A:A,P,,P,20190412A_2,,,"Diff Model, FMJ",038,038
KQ4279,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4279,KQ,3,3,3,A,,A:A,P,,P,20190508O_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ4355,Primary (Baseline),Excl,Diff,LowRepro,NonMatch,KQ4355,KQ,3,3,3,C,,A:C,B,,B,20190507M_1,,,"Diff Make, FMJ, Poor quality",9ML,9ML
KQ4397,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ4397,KQ,1,1,1,B,,A:B,G,,G,20190412F_1,,,"Diff Model, JHP",038,038
KQ4403,Primary (Baseline),ID,Norm,LowRepro,Match,KQ4403,KQ,3,3,3,A,,A:A,P,,P,20190501P_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ4490,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ4490,KQ,3,3,3,B,,A:B,G,,G,20190618D_0,,,"Diff Make, FMJ",9ML,9ML
KQ4503,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ4503,KQ,3,3,3,A,,A:A,P,,P,20190415O_3,,,"Same Model, Diff Sess, JHP",038,038
KQ4520,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4520,KQ,2,3,3,A,,A:A,P,,P,20190508K_0,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4860,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ4860,KQ,3,3,3,A,,A:A,P,,P,20190313C_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1454,Primary (Baseline),ID,Easy,ModRepro,Match,KQ1454,KQ,2,2,2,B,,A:B,U,,U,20190507C_0,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ1562,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ1562,KQ,3,3,3,A,,A:A,P,,P,20190320A_0,,,"Diff Make, FMJ",9ML,9ML
KQ1595,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1595,KQ,3,3,3,A,,A:A,P,,P,20190508L_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1608,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1608,KQ,3,3,3,B,,A:B,G,,G,20190415K_1,,,"Diff Model, JHP",038,038
KQ1747,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ1747,KQ,3,3,3,D,,A:D,U,,U,20190412T_0,,,"Diff Make, FMJ, Poor quality",038,038
KQ1796,Primary (Baseline),Excl,Easy,HiRepro,NonMatch,KQ1796,KQ,3,3,3,B,,A:B,G,,G,20190508I_1,,,"Diff Model, JHP",9ML,9ML
KQ1927,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1927,KQ,3,3,3,C,,A:C,B,,B,20190621G_0,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ1930,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1930,KQ,3,3,3,B,,A:B,G,,G,20190508A_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2041,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2041,KQ,3,3,3,B,,A:B,G,,G,20190507M_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2084,Primary (Baseline),ID,Easy,ModRepro,Match,KQ2084,KQ,3,3,3,A,,A:A,P,,P,20190416E_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ2243,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2243,KQ,3,3,3,A,,A:A,P,,P,20190508N_0,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2329,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2329,KQ,3,3,3,B,,A:B,G,,G,20190412L_4,,,"Diff Make, JHP",038,038
KQ2426,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2426,KQ,3,3,3,A,,A:A,P,,P,20190501I_0,40.0,58.0,"Same Model, Diff Sess, JHP",038,038
KQ2455,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ2455,KQ,3,3,3,A,,A:A,G,,G,20190618R_3,20.0,38.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ2709,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2709,KQ,3,3,3,A,,A:A,P,,P,20190618R_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2762,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2762,KQ,2,2,2,A,,A:A,P,,P,20190416H_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ3000,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3000,KQ,3,3,3,B,,A:B,G,,G,20190412K_4,,,"Same Model, Diff Sess, JHP",038,038
KQ3383,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ3383,KQ,2,2,2,A,,A:A,P,,P,20190222C_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ3412,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3412,KQ,3,3,3,B,,A:B,G,,G,20190507R_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3470,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ3470,KQ,3,3,3,A,,A:A,P,,P,20190508K_4,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ3535,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3535,KQ,3,3,3,B,,A:B,G,,G,20190501R_3,,,"Same Model, Diff Sess, JHP",040,040
KQ3545,Primary (Baseline),Excl,Easy,HiRepro,NonMatch,KQ3545,KQ,3,3,3,C,,A:C,G,,G,20190507A_1,,,"Diff Make, FMJ",040,040
KQ3730,Primary (Baseline),ID,Easy,HiRepro,Match,KQ3730,KQ,3,3,4,A,,A:A,P,,P,20190415F_1,,,"Diff Make, JHP",038,038
KQ3731,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ3731,KQ,3,3,3,B,,A:B,G,,G,20190618O_1,,,"Diff Model, JHP",9ML,9ML
KQ3996,Primary (Baseline),ID,Easy,HiRepro,Match,KQ3996,KQ,3,3,3,B,,A:B,G,,G,20190501K_4,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ4020,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4020,KQ,3,3,3,B,,A:B,P,,P,20190507I_4,,,"Same Model, Diff Sess, JHP",040,040
KQ4041,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4041,KQ,3,3,3,A,,A:A,P,,P,20190508N_0,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4234,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4234,KQ,2,2,2,B,,A:B,G,,G,20190621A_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4310,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4310,KQ,3,3,3,B,,A:B,G,,G,20190618D_2,10.0,28.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ4485,Primary (Baseline),ID,Norm,LowRepro,Match,KQ4485,KQ,3,3,3,A,,A:A,P,,P,20190507M_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4490,Primary (Baseline),Excl,Easy,HiRepro,NonMatch,KQ4490,KQ,3,3,3,B,,A:B,G,,G,20190618D_0,,,"Diff Make, FMJ",9ML,9ML
KQ4590,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4590,KQ,2,2,2,B,,A:B,G,,G,20190507K_4,30.0,48.0,"Same Model, Same Sess, JHP",040,040
KQ4803,Primary (Baseline),LeanExcl,Easy,HiRepro,NonMatch,KQ4803,KQ,3,3,3,B,,A:B,G,,G,20190117C_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4876,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4876,KQ,3,3,3,A,,A:A,P,,P,20190507G_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ4915,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ4915,KQ,3,3,3,B,,A:B,G,,G,20190501L_3,,,"Same Model, Diff Sess, JHP",040,040
KQ1061,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ1061,KQ,2,3,3,A,,A:A,P,,P,20190501E_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ1296,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1296,KQ,2,3,3,C,,A:C,G,,G,20190415N_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ1553,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ1553,KQ,2,3,5,B,,A:B,G,,G,20190412R_4,10.0,28.0,"Same Model, Same Sess, JHP",038,038
KQ2294,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2294,KQ,3,3,3,A,,A:A,P,,P,20190508L_4,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2352,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2352,KQ,3,3,3,B,,A:B,G,,G,20190412T_2,,,"Diff Model, FMJ",038,038
KQ2616,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2616,KQ,3,3,3,A,,A:A,P,,P,20190416D_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ2924,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ2924,KQ,3,3,3,A,,A:A,P,,P,20190621J_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ3575,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ3575,KQ,2,3,3,B,,A:B,G,,G,20190618S_1,,,"Diff Make, FMJ",9ML,9ML
KQ3716,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ3716,KQ,3,3,3,C,,A:C,G,,G,20190404A_1,,,"Diff Make, FMJ",9ML,9ML
KQ3873,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ3873,KQ,3,3,3,B,,A:B,G,,G,20190621D_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4004,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ4004,KQ,3,3,3,A,,A:A,P,,P,20190412G_3,,,"Diff Make, FMJ",038,038
KQ4228,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ4228,KQ,3,3,3,B,,A:B,B,,B,20190507K_1,,,"Diff Make, JHP",040,040
KQ4461,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4461,KQ,3,3,3,B,,A:B,G,,G,20190621I_4,10.0,28.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4769,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ4769,KQ,3,3,3,B,,A:B,G,,G,20190508G_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4782,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4782,KQ,2,3,3,A,,A:A,P,,P,20190508N_2,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1032,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ1032,KQ,3,3,3,A,,A:A,P,,P,20190508J_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1115,Primary (Baseline),ID,Easy,HiRepro,Match,KQ1115,KQ,3,3,3,B,,A:B,G,,G,20190508F_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ1148,Primary (2nd assignments),LeanExcl,Diff,HiRepro,NonMatch,KQ1148,KQ,3,5,5,B,,A:B,G,,G,20190618C_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1148,Primary (Baseline),LeanExcl,Easy,HiRepro,NonMatch,KQ1148,KQ,3,5,5,B,,A:B,G,,G,20190618C_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1320,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1320,KQ,1,1,1,B,,A:B,G,,G,20190501C_0,,,"Diff Make, JHP",038,038
KQ1325,Primary (Baseline),ID,Norm,ModRepro,Match,KQ1325,KQ,3,3,3,A,,A:A,P,,P,20190415R_3,60.0,78.0,"Same Model, Diff Sess, FMJ",038,038
KQ1360,Primary (Baseline),Insuff,VDiff,HiRepro,Inconclusive,KQ1360,KQ,3,3,3,B,,A:B,G,,G,20190508F_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1383,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1383,KQ,3,3,3,B,,A:B,G,,G,20190416F_2,,,"Same Model, Diff Sess, JHP",038,038
KQ1504,Primary (2nd assignments),ID,Norm,HiRepro,Match,KQ1504,KQ,3,5,5,B,,A:B,B,,B,20190313C_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1504,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1504,KQ,3,5,5,B,,A:B,B,,B,20190313C_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1595,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1595,KQ,3,3,3,A,,A:A,P,,P,20190508L_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1608,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1608,KQ,3,3,3,B,,A:B,G,,G,20190415K_1,,,"Diff Model, JHP",038,038
KQ1927,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ1927,KQ,3,3,3,C,,A:C,B,,B,20190621G_0,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ1956,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ1956,KQ,3,3,3,B,,A:B,G,,G,20190412D_1,,,"Diff Model, FMJ",038,038
KQ2046,Supplemental,Insuff,VDiff,LowRepro,Inconclusive,KQ2046,KQ,2,2,3,A,,A:A,P,,P,20190416B_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ2455,Primary (Baseline),ID,Norm,HiRepro,Match,KQ2455,KQ,3,3,3,A,,A:A,G,,G,20190618R_3,20.0,38.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ2480,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2480,KQ,2,2,2,C,,A:C,B,,B,20190621A_0,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ2488,Primary (Baseline),Excl,VEasy,LowRepro,NonMatch,KQ2488,KQ,3,3,3,B,,A:B,G,,G,20190621V_3,,,"Diff Make, FMJ",9ML,9ML
KQ2517,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ2517,KQ,3,3,3,C,,A:C,G,,G,20190416D_3,,,"Diff Model, FMJ",038,038
KQ2608,Primary (Baseline),ID,Easy,HiRepro,Match,KQ2608,KQ,2,2,2,B,,A:B,G,,G,20190404B_2,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ2645,Primary (2nd assignments),Excl,VEasy,HiRepro,NonMatch,KQ2645,KQ,3,5,5,A,,A:A,P,,P,20190618H_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2645,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ2645,KQ,3,5,5,A,,A:A,P,,P,20190618H_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2709,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2709,KQ,3,3,3,A,,A:A,P,,P,20190618R_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2713,Supplemental,Insuff,VDiff,LowRepro,Inconclusive,KQ2713,KQ,2,2,3,C,,A:C,G,,G,20190416B_1,,,"Same Model, Diff Sess, FMJ",038,038
KQ2877,Supplemental,Insuff,Norm,ModRepro,Inconclusive,KQ2877,KQ,2,2,3,B,,A:B,B,,B,20190507I_0,,,"Same Model, Diff Sess, JHP",040,040
KQ2884,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ2884,KQ,3,3,3,B,,A:B,G,,G,20190117A_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2923,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2923,KQ,1,1,1,B,,A:B,G,,G,20190501H_2,,,"Same Model, Diff Sess, JHP",038,038
KQ2928,Supplemental,LeanExcl,Easy,HiRepro,NonMatch,KQ2928,KQ,2,2,3,B,,A:B,G,,G,20190320A_1,,,"Diff Make, FMJ",9ML,9ML
KQ2932,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2932,KQ,3,3,3,C,,A:C,B,,B,20190412P_3,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",038,038
KQ2971,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2971,KQ,3,3,3,A,,A:A,P,,P,20190508O_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2981,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ2981,KQ,3,3,3,A,,A:A,G,,G,20190416H_2,,,"Diff Make, FMJ",038,038
KQ3015,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ3015,KQ,2,2,2,B,,A:B,G,,G,20190618R_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3119,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ3119,KQ,3,3,3,C,,A:C,G,,G,20190618J_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3272,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ3272,KQ,1,1,1,A,,A:A,P,,P,20190412B_1,,,"Diff Model, FMJ",038,038
KQ3412,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ3412,KQ,3,3,3,B,,A:B,G,,G,20190507R_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3535,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ3535,KQ,3,3,3,B,,A:B,G,,G,20190501R_3,,,"Same Model, Diff Sess, JHP",040,040
KQ3563,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ3563,KQ,3,3,3,A,,A:A,P,,P,20190508N_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ3730,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3730,KQ,3,3,4,A,,A:A,P,,P,20190415F_1,,,"Diff Make, JHP",038,038
KQ3805,Primary (2nd assignments),Insuff,VDiff,LowRepro,Inconclusive,KQ3805,KQ,3,5,5,B,,A:B,G,,G,20190507L_1,100.0,118.0,"Same Model, Diff Sess, FMJ",040,040
KQ3805,Primary (Baseline),Insuff,VDiff,ModRepro,Inconclusive,KQ3805,KQ,3,5,5,B,,A:B,G,,G,20190507L_1,100.0,118.0,"Same Model, Diff Sess, FMJ",040,040
KQ3869,Primary (2nd assignments),Insuff,Diff,ModRepro,Inconclusive,KQ3869,KQ,3,5,5,A,,A:A,P,,P,20190416C_1,,,"Diff Model, JHP",038,038
KQ3869,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ3869,KQ,3,5,5,A,,A:A,P,,P,20190416C_1,,,"Diff Model, JHP",038,038
KQ3940,Supplemental,LeanID,VDiff,LowRepro,Match,KQ3940,KQ,1,1,4,B,,A:B,G,,G,20190621E_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4111,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ4111,KQ,3,3,3,A,,A:A,P,,P,20190501E_3,,,"Same Model, Diff Sess, JHP",038,038
KQ4201,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ4201,KQ,2,2,2,A,,A:A,P,,P,20190222A_1,,,"Diff Make, JHP",9ML,9ML
KQ4371,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4371,KQ,3,3,3,A,,A:A,P,,P,20190508A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4404,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4404,KQ,2,2,2,A,,A:A,P,,P,20190508A_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4405,Supplemental,Insuff,Diff,LowRepro,Inconclusive,KQ4405,KQ,1,1,4,B,,A:B,G,,G,20190415H_1,,,"Same Model, Diff Sess, FMJ",038,038
KQ4455,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ4455,KQ,1,1,1,A,,A:A,P,,P,20190621W_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4470,Supplemental,Insuff,Diff,LowRepro,Inconclusive,KQ4470,KQ,2,2,3,A,,A:A,P,,P,20190621E_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4490,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ4490,KQ,3,3,3,B,,A:B,G,,G,20190618D_0,,,"Diff Make, FMJ",9ML,9ML
KQ4552,Supplemental,Insuff,VDiff,LowRepro,Inconclusive,KQ4552,KQ,3,3,4,B,,A:B,G,,G,20190412F_4,,,"Same Model, Diff Sess, JHP",038,038
KQ4667,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4667,KQ,3,3,3,B,,A:B,G,,G,20190621V_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ4813,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ4813,KQ,1,1,1,B,,A:B,G,,G,20190618R_1,,,"Diff Model, JHP",9ML,9ML
KQ4856,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ4856,KQ,3,3,3,A,,A:A,P,,P,20190618M_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ4860,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ4860,KQ,3,3,3,A,,A:A,P,,P,20190313C_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ4876,Primary (Baseline),ID,Diff,LowRepro,Match,KQ4876,KQ,3,3,3,A,,A:A,P,,P,20190507G_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ4917,Primary (Baseline),ID,VEasy,HiRepro,Match,KQ4917,KQ,3,3,3,C,,A:C,G,,G,20190222C_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ1032,Primary (Baseline),LeanID,Diff,LowRepro,Match,KQ1032,KQ,3,3,3,A,,A:A,P,,P,20190508J_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1325,Primary (Baseline),LeanID,Diff,LowRepro,Match,KQ1325,KQ,3,3,3,A,,A:A,P,,P,20190415R_3,60.0,78.0,"Same Model, Diff Sess, FMJ",038,038
KQ1346,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1346,KQ,3,4,4,B,,A:B,G,,G,20190501A_1,,,"Diff Make, FMJ",038,038
